InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
569687,23206,LUNCH BAG APPLE DESIGN,10,2011-10-05 14:53:00,1.65,13709.0,United Kingdom
564184,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2011-08-23 15:11:00,1.25,,EIRE
567473,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-09-20 12:50:00,1.65,17841.0,United Kingdom
565231,22955,36 FOIL STAR CAKE CASES ,1,2011-09-02 09:26:00,4.13,,United Kingdom
568060,23511,EMBROIDERED RIBBON REEL EMILY ,2,2011-09-23 13:11:00,2.08,14546.0,United Kingdom
563950,22961,JAM MAKING SET PRINTED,24,2011-08-22 10:39:00,1.45,12471.0,Germany
561214,22654,DELUXE SEWING KIT ,1,2011-07-25 17:00:00,11.63,,United Kingdom
542622,21698,MOCK LOBSTER FRIDGE MAGNET,1,2011-01-31 09:09:00,1.63,,United Kingdom
539958,90214M,"LETTER ""M"" BLING KEY RING",1,2010-12-23 13:26:00,0.85,,United Kingdom
C576324,20973,12 PENCIL SMALL TUBE WOODLAND,-2,2011-11-14 15:10:00,0.65,16161.0,United Kingdom
547418,22423,REGENCY CAKESTAND 3 TIER,1,2011-03-23 10:25:00,12.75,13148.0,United Kingdom
557790,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-06-22 16:33:00,2.1,14099.0,United Kingdom
542864,22222,CAKE PLATE LOVEBIRD WHITE,24,2011-02-01 12:03:00,1.95,13802.0,United Kingdom
578746,22112,CHOCOLATE HOT WATER BOTTLE,18,2011-11-25 11:36:00,12.46,,United Kingdom
575918,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,2011-11-11 16:58:00,2.95,17191.0,United Kingdom
542993,35923,CANDY HEART HANGING DECORATION,12,2011-02-02 12:02:00,1.25,16156.0,United Kingdom
574533,22568,FELTCRAFT CUSHION OWL,8,2011-11-04 14:24:00,3.75,12928.0,United Kingdom
576076,22386,JUMBO BAG PINK POLKADOT,1,2011-11-13 16:18:00,2.08,14382.0,United Kingdom
574920,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,2011-11-07 16:34:00,3.75,13985.0,United Kingdom
574555,22675,FRENCH KITCHEN SIGN BLUE METAL,2,2011-11-04 15:29:00,1.25,16426.0,United Kingdom
560291,84993a,75 GREEN PETIT FOUR CASES,2,2011-07-18 10:17:00,0.83,,United Kingdom
559794,22994,TRAVEL CARD WALLET RETROSPOT,24,2011-07-12 13:16:00,0.42,16700.0,United Kingdom
561893,23209,LUNCH BAG DOILEY PATTERN ,1,2011-07-31 14:39:00,1.65,12942.0,United Kingdom
538883,22208,WOOD STAMP SET THANK YOU,1,2010-12-14 15:56:00,3.36,,United Kingdom
558647,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-07-01 10:39:00,3.75,14868.0,United Kingdom
565460,22667,RECIPE BOX RETROSPOT ,6,2011-09-05 09:24:00,2.95,16843.0,United Kingdom
577106,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-11-17 17:18:00,2.1,14456.0,United Kingdom
578044,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-11-22 14:41:00,3.75,13488.0,United Kingdom
540418,16225,RATTLE SNAKE EGGS,3,2011-01-07 11:04:00,0.85,,United Kingdom
546656,22355,CHARLOTTE BAG SUKI DESIGN,4,2011-03-15 14:19:00,2.46,,United Kingdom
C562921,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2011-08-10 14:17:00,2.95,13767.0,United Kingdom
544770,20725,LUNCH BAG RED RETROSPOT,1,2011-02-23 11:11:00,4.96,,United Kingdom
571715,23189,SET OF 12 FORK CANDLES,4,2011-10-18 17:04:00,2.89,17576.0,United Kingdom
580156,23341,PINK DINER WALL CLOCK,4,2011-12-02 10:32:00,8.5,14897.0,United Kingdom
566495,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,20,2011-09-13 11:14:00,1.25,15529.0,United Kingdom
574561,21251,DINOSAUR HEIGHT CHART STICKER SET,1,2011-11-04 15:52:00,5.79,,United Kingdom
574253,23177,TREASURE ISLAND BOOK BOX,8,2011-11-03 13:30:00,2.25,15252.0,United Kingdom
574898,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-11-07 15:07:00,2.08,16242.0,United Kingdom
541858,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-01-23 15:34:00,0.42,16983.0,United Kingdom
567966,21115,ROSE CARAVAN DOORSTOP,2,2011-09-23 09:26:00,6.75,16782.0,United Kingdom
575735,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-11-11 08:46:00,0.65,14156.0,EIRE
557621,21889,WOODEN BOX OF DOMINOES,12,2011-06-21 14:00:00,1.25,12444.0,Norway
569129,21754,HOME BUILDING BLOCK WORD,1,2011-09-30 13:40:00,6.25,15034.0,United Kingdom
541592,22303,COFFEE MUG APPLES DESIGN,2,2011-01-19 15:08:00,4.96,,United Kingdom
577358,23120,PACK OF 6 SMALL FRUIT STRAWS,1,2011-11-18 15:59:00,0.79,,United Kingdom
550320,84459A,PINK METAL CHICKEN HEART ,2,2011-04-17 12:37:00,1.49,12748.0,United Kingdom
540551,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-01-10 09:43:00,2.51,,United Kingdom
561195,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,3,2011-07-25 13:57:00,2.95,14796.0,United Kingdom
580983,23223,CHRISTMAS TREE HANGING SILVER ,2,2011-12-06 16:26:00,1.63,,United Kingdom
556083,85099B,JUMBO BAG RED RETROSPOT,7,2011-06-08 15:23:00,4.13,,United Kingdom
577768,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,2011-11-21 15:18:00,7.46,,United Kingdom
548158,20748,KENSINGTON COFFEE SET,3,2011-03-29 13:28:00,12.75,15906.0,United Kingdom
574833,22617,BAKING SET SPACEBOY DESIGN,3,2011-11-07 11:29:00,4.95,12827.0,United Kingdom
545215,21733,RED HANGING HEART T-LIGHT HOLDER,9,2011-02-28 16:47:00,2.95,,United Kingdom
C566751,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,2011-09-14 15:42:00,9.95,14911.0,EIRE
574491,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-11-04 13:05:00,1.95,16318.0,United Kingdom
562457,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-08-05 11:00:00,0.55,18079.0,United Kingdom
544154,15036,ASSORTED COLOURS SILK FAN,600,2011-02-16 12:13:00,0.65,13414.0,United Kingdom
548728,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-04-04 09:55:00,2.1,13198.0,United Kingdom
578472,22467,GUMBALL COAT RACK,12,2011-11-24 12:40:00,2.55,12476.0,Germany
543370,22847,BREAD BIN DINER STYLE IVORY,2,2011-02-07 14:51:00,16.95,12359.0,Cyprus
558328,16156S,WRAP PINK FAIRY CAKES ,25,2011-06-28 12:09:00,0.42,15146.0,United Kingdom
567043,79066K,RETRO MOD TRAY,24,2011-09-16 11:27:00,0.85,13268.0,United Kingdom
577497,22175,PINK OWL SOFT TOY,1,2011-11-20 12:22:00,2.95,17555.0,United Kingdom
576696,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-11-16 12:26:00,1.65,16669.0,United Kingdom
541811,47518f,ICON PLACEMAT POP ART ELVIS,1,2011-01-21 15:01:00,4.13,,United Kingdom
566562,22537,MAGIC DRAWING SLATE DINOSAUR,48,2011-09-13 12:18:00,0.42,17365.0,United Kingdom
559337,22342,HOME GARLAND PAINTED ZINC ,2,2011-07-07 16:27:00,1.63,,United Kingdom
569248,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-10-03 10:09:00,1.45,12886.0,United Kingdom
569220,20971,PINK BLUE FELT CRAFT TRINKET BOX,4,2011-10-02 13:26:00,1.25,16007.0,United Kingdom
543652,21242,RED RETROSPOT PLATE ,8,2011-02-11 10:15:00,1.69,15544.0,United Kingdom
540681,22356,CHARLOTTE BAG PINK POLKADOT,3,2011-01-10 16:25:00,1.66,,United Kingdom
558614,22609,PENS ASSORTED SPACEBALL,23,2011-06-30 15:56:00,0.42,,United Kingdom
539437,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2010-12-17 14:54:00,2.51,,United Kingdom
547514,84507B,STRIPES DESIGN MONKEY DOLL,6,2011-03-23 14:00:00,2.55,17486.0,United Kingdom
580290,21906,PHARMACIE FIRST AID TIN,1,2011-12-02 13:35:00,6.75,17221.0,United Kingdom
556542,22556,PLASTERS IN TIN CIRCUS PARADE ,4,2011-06-13 12:52:00,1.65,14719.0,United Kingdom
578347,21356,TOAST ITS - FAIRY FLOWER,4,2011-11-24 09:26:00,0.83,,United Kingdom
577973,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-11-22 12:13:00,2.55,13798.0,United Kingdom
549716,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-04-11 14:43:00,0.42,14628.0,United Kingdom
565675,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-09-06 09:51:00,2.55,15513.0,United Kingdom
546237,62086A,PINK RETRO BIG FLOWER BAG,6,2011-03-10 12:50:00,1.95,16625.0,United Kingdom
557118,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-06-16 17:05:00,2.1,14849.0,United Kingdom
553006,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-05-12 16:45:00,0.85,15544.0,United Kingdom
555249,22478,BIRDHOUSE GARDEN MARKER ,10,2011-06-01 14:57:00,1.25,17472.0,United Kingdom
541104,20801,LARGE PINK GLASS SUNDAE DISH,1,2011-01-13 14:29:00,2.46,,United Kingdom
565649,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-09-05 16:27:00,8.5,16712.0,United Kingdom
551517,84378,SET OF 3 HEART COOKIE CUTTERS,3,2011-05-01 11:14:00,1.25,16931.0,United Kingdom
553192,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3,2011-05-15 13:27:00,3.75,15333.0,United Kingdom
547547,22241,GARLAND WOODEN HAPPY EASTER,1,2011-03-23 15:30:00,2.46,,United Kingdom
573841,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-11-01 11:39:00,2.95,14995.0,United Kingdom
562804,23209,LUNCH BAG DOILEY PATTERN ,10,2011-08-09 14:48:00,1.65,13355.0,United Kingdom
565854,84997C,CHILDRENS CUTLERY POLKADOT BLUE,8,2011-09-07 13:22:00,4.15,12490.0,France
546310,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,2011-03-10 16:26:00,8.15,15291.0,United Kingdom
578015,22595,GINGHAM HEART DECORATION,48,2011-11-22 12:58:00,0.85,12971.0,United Kingdom
580301,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-12-02 14:11:00,1.65,15271.0,United Kingdom
567507,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2011-09-20 14:46:00,4.96,,United Kingdom
550137,22692,DOORMAT WELCOME TO OUR HOME,10,2011-04-14 13:59:00,6.75,12477.0,Germany
563924,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2011-08-21 14:32:00,6.95,15984.0,United Kingdom
562574,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-08-07 12:42:00,1.65,14903.0,United Kingdom
560504,15056BL,EDWARDIAN PARASOL BLACK,3,2011-07-19 11:47:00,5.95,13081.0,United Kingdom
559898,22469,HEART OF WICKER SMALL,4,2011-07-13 12:18:00,1.65,16225.0,United Kingdom
578093,21499,BLUE POLKADOT WRAP,50,2011-11-22 17:21:00,0.42,14911.0,EIRE
580115,23113,PANTRY CHOPPING BOARD,1,2011-12-01 16:22:00,10.79,,United Kingdom
578233,21902,"KEY FOB , FRONT  DOOR ",1,2011-11-23 12:20:00,0.65,14049.0,United Kingdom
575930,21231,SWEETHEART CERAMIC TRINKET BOX,2,2011-11-11 17:58:00,2.46,,United Kingdom
576339,47480,HANGING PHOTO CLIP ROPE LADDER,3,2011-11-14 15:27:00,3.29,14096.0,United Kingdom
558475,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,2011-06-29 15:58:00,5.79,,United Kingdom
573248,23300,GARDENERS KNEELING PAD CUP OF TEA ,4,2011-10-28 12:09:00,1.65,14498.0,United Kingdom
580501,22866,HAND WARMER SCOTTY DOG DESIGN,2,2011-12-04 13:00:00,2.1,14546.0,United Kingdom
572121,23372,SET 36 COLOUR PENCILS DOLLY GIRL,6,2011-10-20 19:51:00,1.25,17092.0,United Kingdom
544406,20767,BLUE PAISLEY JOURNAL ,2,2011-02-18 13:26:00,2.55,16726.0,United Kingdom
581125,16216,LETTER SHAPE PENCIL SHARPENER,25,2011-12-07 12:41:00,0.06,14087.0,United Kingdom
554097,20675,BLUE POLKADOT BOWL,8,2011-05-22 13:01:00,1.25,12567.0,France
546435,22127,PARTY CONES CARNIVAL ASSORTED,12,2011-03-14 09:37:00,1.25,15671.0,United Kingdom
565396,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2011-09-02 16:39:00,1.63,,United Kingdom
544190,85016,SET OF 6 VINTAGE NOTELETS KIT,6,2011-02-16 16:56:00,2.55,13089.0,United Kingdom
560772,22505,MEMO BOARD COTTAGE DESIGN,7,2011-07-20 16:12:00,5.79,,United Kingdom
561246,22991,GIRAFFE WOODEN RULER,12,2011-07-26 11:38:00,1.95,16951.0,United Kingdom
574874,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-11-07 13:06:00,2.08,14911.0,EIRE
576076,22609,PENS ASSORTED SPACEBALL,72,2011-11-13 16:18:00,0.19,14382.0,United Kingdom
565840,22546,MINI JIGSAW PURDEY,1,2011-09-07 12:02:00,0.83,,United Kingdom
545019,21507,"ELEPHANT, BIRTHDAY CARD, ",24,2011-02-25 13:56:00,0.42,15093.0,United Kingdom
574328,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-11-04 09:05:00,1.25,13081.0,United Kingdom
550778,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-04-20 13:36:00,2.55,14868.0,United Kingdom
560255,23021,GLASS BONNE JAM JAR,3,2011-07-17 13:08:00,4.15,16054.0,United Kingdom
562602,23292,SPACEBOY CHILDRENS CUP,8,2011-08-08 10:11:00,1.25,12865.0,Austria
556576,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-06-13 13:55:00,2.95,14606.0,United Kingdom
576392,21926,RED/CREAM STRIPE CUSHION COVER ,12,2011-11-15 10:17:00,1.25,15105.0,United Kingdom
560716,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-07-20 13:26:00,1.25,17675.0,United Kingdom
558382,20847,ZINC HEART LATTICE CHARGER LARGE,12,2011-06-28 17:28:00,3.75,17997.0,United Kingdom
541696,84692,BOX OF 24 COCKTAIL PARASOLS,2,2011-01-20 18:08:00,0.83,,United Kingdom
566554,23203,JUMBO BAG VINTAGE DOILY ,20,2011-09-13 11:39:00,2.08,13136.0,United Kingdom
580059,22197,POPCORN HOLDER,50,2011-12-01 13:22:00,0.85,17768.0,United Kingdom
565434,22962,JAM JAR WITH PINK LID,6,2011-09-04 13:35:00,0.85,12867.0,United Kingdom
569898,82583,HOT BATHS METAL SIGN,2,2011-10-06 16:08:00,4.13,,United Kingdom
570884,22905,CALENDAR IN SEASON DESIGN,1,2011-10-13 10:09:00,2.95,17315.0,United Kingdom
567092,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-09-16 12:48:00,1.65,13196.0,United Kingdom
568712,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-09-28 15:50:00,1.65,17841.0,United Kingdom
543300,47310M,"SMALL POP BOX,FUNKY MONKEY",3,2011-02-07 11:42:00,1.25,13334.0,United Kingdom
569780,23201,JUMBO BAG ALPHABET,10,2011-10-06 11:38:00,2.08,13199.0,United Kingdom
581219,21620,SET OF 4 ROSE BOTANICAL CANDLES,3,2011-12-08 09:28:00,3.29,,United Kingdom
557937,22269,EGG CUP NATURAL CHICKEN,2,2011-06-23 15:30:00,0.83,,United Kingdom
558888,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,3,2011-07-04 15:29:00,1.45,14056.0,United Kingdom
562593,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-08-07 15:43:00,5.45,16549.0,United Kingdom
540976,21955,DOORMAT UNION JACK GUNS AND ROSES,2,2011-01-12 15:00:00,7.95,12652.0,France
565733,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-09-06 12:11:00,3.75,16359.0,United Kingdom
571117,23047,PAPER LANTERN 5 POINT SEQUIN STAR,2,2011-10-13 17:51:00,5.75,16224.0,United Kingdom
551872,10133,COLOURING PENCILS BROWN TUBE,10,2011-05-04 17:19:00,0.85,12955.0,United Kingdom
561020,21361,LOVE LARGE WOOD LETTERS ,1,2011-07-22 17:21:00,12.75,13563.0,United Kingdom
572662,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2011-10-25 12:54:00,4.25,15443.0,United Kingdom
564818,22203,MILK PAN RED RETROSPOT,1,2011-08-30 12:10:00,7.46,,United Kingdom
539607,21700,BIG DOUGHNUT FRIDGE MAGNETS,24,2010-12-20 14:10:00,0.85,12681.0,France
574741,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-06 16:13:00,12.75,15993.0,United Kingdom
549524,21864,UNION JACK FLAG PASSPORT COVER ,1,2011-04-08 15:42:00,4.13,,United Kingdom
580367,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3,2011-12-02 16:39:00,3.29,,United Kingdom
574298,22314,OFFICE MUG WARMER CHOC+BLUE,1,2011-11-03 15:56:00,5.79,,United Kingdom
558614,22807,SET OF 6 T-LIGHTS TOADSTOOLS,7,2011-06-30 15:56:00,2.46,,United Kingdom
541965,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-01-24 13:27:00,1.65,12625.0,Germany
580305,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2011-12-02 14:26:00,3.75,12970.0,United Kingdom
548165,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-03-29 13:44:00,8.29,,United Kingdom
558867,23099,FRENCH CARRIAGE LANTERN,2,2011-07-04 12:41:00,6.65,17765.0,United Kingdom
568494,22291,HANGING CHICK CREAM DECORATION,6,2011-09-27 12:08:00,1.45,16266.0,United Kingdom
568667,21901,"KEY FOB , BACK DOOR ",2,2011-09-28 13:00:00,0.65,14606.0,United Kingdom
540821,21556,CERAMIC STRAWBERRY MONEY BOX,3,2011-01-11 13:16:00,2.51,,United Kingdom
550328,35961,FOLKART ZINC HEART CHRISTMAS DEC,1,2011-04-17 13:18:00,0.85,17582.0,United Kingdom
572567,20718,RED RETROSPOT SHOPPER BAG,10,2011-10-25 10:27:00,1.25,12398.0,Switzerland
578936,22098,BOUDOIR SQUARE TISSUE BOX,2,2011-11-27 13:00:00,0.39,16923.0,United Kingdom
569631,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-10-05 11:53:00,2.1,13483.0,United Kingdom
570718,POST,POSTAGE,2,2011-10-12 10:36:00,18.0,12518.0,Germany
558705,37413,ICON MUG REVOLUTIONARY,1,2011-07-01 12:52:00,0.39,12748.0,United Kingdom
540813,22563,HAPPY STENCIL CRAFT,6,2011-01-11 12:41:00,1.25,14669.0,United Kingdom
580513,22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,2011-12-04 13:59:00,0.39,14456.0,United Kingdom
560271,21967,PACK OF 12 SKULL TISSUES,1,2011-07-17 14:51:00,0.29,16474.0,United Kingdom
574298,21680,WOODLAND  STICKERS,2,2011-11-03 15:56:00,1.63,,United Kingdom
571502,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-10-17 15:18:00,4.95,14422.0,United Kingdom
557112,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-06-16 16:31:00,4.95,,United Kingdom
557503,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,2011-06-20 15:47:00,4.95,16839.0,United Kingdom
549234,21172,PARTY METAL SIGN ,1,2011-04-07 11:12:00,1.45,16515.0,United Kingdom
578118,21136,PAINTED METAL PEARS ASSORTED,16,2011-11-23 10:08:00,1.69,12955.0,United Kingdom
559028,20723,STRAWBERRY CHARLOTTE BAG,10,2011-07-05 14:27:00,0.85,12839.0,United Kingdom
563241,22050,PINK PAISLEY ROSE GIFT WRAP,50,2011-08-15 10:22:00,0.42,12758.0,Portugal
565397,23323,WHITE WICKER STAR ,2,2011-09-02 16:43:00,2.1,14171.0,United Kingdom
552234,22489,PACK OF 12 TRADITIONAL CRAYONS,1,2011-05-06 16:01:00,0.83,,United Kingdom
547644,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-24 11:38:00,2.95,14267.0,United Kingdom
575177,22952,60 CAKE CASES VINTAGE CHRISTMAS,2,2011-11-08 18:41:00,1.25,,United Kingdom
558418,21787,RAIN PONCHO RETROSPOT,48,2011-06-29 11:35:00,0.85,12901.0,United Kingdom
577410,21930,JUMBO STORAGE BAG SKULLS,3,2011-11-20 10:59:00,2.08,14664.0,United Kingdom
569236,22151,PLACE SETTING WHITE HEART,2,2011-10-02 15:49:00,0.42,14432.0,United Kingdom
564335,48188,DOORMAT WELCOME PUPPIES,2,2011-08-24 14:23:00,7.95,15800.0,United Kingdom
570888,22940,FELTCRAFT CHRISTMAS FAIRY,4,2011-10-13 10:26:00,4.25,17509.0,United Kingdom
562933,22161,HEART DECORATION RUSTIC HANGING ,4,2011-08-10 16:51:00,0.79,,United Kingdom
544450,22519,CHILDS GARDEN BRUSH PINK,3,2011-02-20 12:23:00,2.1,17811.0,United Kingdom
577490,20668,DISCO BALL CHRISTMAS DECORATION,72,2011-11-20 12:11:00,0.12,16464.0,United Kingdom
547938,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-03-28 14:33:00,2.95,13901.0,United Kingdom
556205,22963,JAM JAR WITH GREEN LID,12,2011-06-09 13:37:00,0.85,15827.0,United Kingdom
574722,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,14,2011-11-06 14:45:00,0.39,14502.0,United Kingdom
580730,22589,CARDHOLDER GINGHAM STAR,4,2011-12-05 17:28:00,4.96,,United Kingdom
546982,22449,SILK PURSE BABUSHKA PINK,1,2011-03-18 12:26:00,3.35,15483.0,United Kingdom
569669,22551,PLASTERS IN TIN SPACEBOY,2,2011-10-05 13:47:00,1.65,14730.0,United Kingdom
570230,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,2011-10-09 13:41:00,0.85,18088.0,United Kingdom
570444,20728,LUNCH BAG CARS BLUE,2,2011-10-10 14:38:00,1.65,17284.0,United Kingdom
577078,23175,REGENCY MILK JUG PINK ,1,2011-11-17 15:17:00,7.46,,United Kingdom
547788,22418,10 COLOUR SPACEBOY PEN,1,2011-03-25 12:00:00,1.63,,United Kingdom
554066,84971S,SMALL HEART FLOWERS HOOK ,24,2011-05-22 10:40:00,0.85,12916.0,United Kingdom
538349,21126,SET OF 6 GIRLS CELEBRATION CANDLES,2,2010-12-10 14:59:00,2.51,,United Kingdom
537298,21014,SWISS CHALET TREE DECORATION ,12,2010-12-06 11:37:00,0.85,13497.0,United Kingdom
540478,20713,JUMBO BAG OWLS,300,2011-01-07 14:53:00,1.65,15769.0,United Kingdom
559653,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-07-11 12:49:00,1.65,14552.0,United Kingdom
570167,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-10-07 14:04:00,7.95,15615.0,United Kingdom
543732,21100,CHARLIE AND LOLA CHARLOTTE BAG,1,2011-02-11 12:02:00,4.13,,United Kingdom
558058,22037,ROBOT BIRTHDAY CARD,12,2011-06-24 15:00:00,0.42,14766.0,United Kingdom
551818,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2011-05-04 11:57:00,1.49,12569.0,Germany
574683,22865,HAND WARMER OWL DESIGN,1,2011-11-06 12:50:00,2.1,16372.0,United Kingdom
580289,82583,HOT BATHS METAL SIGN,12,2011-12-02 13:32:00,2.1,15856.0,United Kingdom
547786,20674,GREEN POLKADOT BOWL,1,2011-03-25 11:44:00,1.25,14587.0,United Kingdom
571562,23206,LUNCH BAG APPLE DESIGN,20,2011-10-18 10:04:00,1.65,14156.0,EIRE
572511,23284,DOORMAT KEEP CALM AND COME IN,2,2011-10-24 14:29:00,8.25,14895.0,United Kingdom
578347,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,2011-11-24 09:26:00,3.29,,United Kingdom
573002,22940,FELTCRAFT CHRISTMAS FAIRY,48,2011-10-27 12:09:00,3.75,14646.0,Netherlands
568215,21912,VINTAGE SNAKES & LADDERS,4,2011-09-26 08:38:00,3.75,13390.0,United Kingdom
568668,82582,AREA PATROLLED METAL SIGN,2,2011-09-28 13:00:00,2.1,15750.0,United Kingdom
558339,23031,DRAWER KNOB CRACKLE GLAZE PINK,2,2011-06-28 13:55:00,1.65,16928.0,United Kingdom
544295,82581,TOILET METAL SIGN,24,2011-02-17 12:43:00,0.42,14298.0,United Kingdom
548894,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,7,2011-04-04 16:01:00,3.29,,United Kingdom
553899,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-05-19 17:25:00,2.95,14292.0,United Kingdom
539731,84915,HAND TOWEL PINK FLOWER AND DAISY,100,2010-12-21 15:05:00,1.25,14646.0,Netherlands
548612,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,2011-04-01 11:34:00,1.25,13137.0,United Kingdom
557937,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,1,2011-06-23 15:30:00,8.29,,United Kingdom
573868,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-11-01 12:18:00,4.95,12491.0,France
580667,22423,REGENCY CAKESTAND 3 TIER,1,2011-12-05 14:19:00,12.75,15031.0,United Kingdom
580135,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,2011-12-01 19:33:00,0.85,14702.0,United Kingdom
578307,23130,MISTLETOE HEART WREATH GREEN,1,2011-11-23 15:53:00,4.15,17290.0,United Kingdom
550470,85094,CANDY SPOT EGG WARMER RABBIT,2,2011-04-18 13:49:00,0.83,,United Kingdom
561897,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-07-31 15:24:00,0.85,17841.0,United Kingdom
571748,22567,20 DOLLY PEGS RETROSPOT,8,2011-10-19 11:13:00,1.45,18077.0,United Kingdom
543592,22623,BOX OF VINTAGE JIGSAW BLOCKS ,2,2011-02-10 11:57:00,4.95,17243.0,United Kingdom
540550,22358,KINGS CHOICE TEA CADDY ,6,2011-01-10 09:11:00,2.95,12539.0,Spain
563839,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2011-08-19 13:24:00,1.65,16828.0,United Kingdom
556779,47566,PARTY BUNTING,3,2011-06-14 12:45:00,4.95,16774.0,United Kingdom
537051,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-12-05 11:12:00,2.55,15708.0,United Kingdom
547840,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-03-27 10:56:00,1.45,15133.0,United Kingdom
570690,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2,2011-10-11 16:37:00,3.29,,United Kingdom
567180,22970,LONDON BUS COFFEE MUG,3,2011-09-18 14:56:00,2.55,17802.0,United Kingdom
552662,22386,JUMBO BAG PINK POLKADOT,3,2011-05-10 15:04:00,4.13,,United Kingdom
568328,22998,TRAVEL CARD WALLET KEEP CALM,72,2011-09-26 14:06:00,0.42,18016.0,United Kingdom
538351,21866,UNION JACK FLAG LUGGAGE TAG,1,2010-12-10 15:17:00,3.36,,United Kingdom
